CustomerID,CustomerName,TransferDate,ReceiverName,isNFCused,TransferAmount
1,elif dilara akkus,2021-01-31 18:43:45,fatih varol,True,13686
1,elif dilara akkus,2022-04-27 11:30:25,murat celik,True,3600
1,elif dilara akkus,2022-03-17 18:34:55,mert yilmaz,True,2536
1,elif dilara akkus,2021-04-26 16:58:52,fatih varol,True,18344
1,elif dilara akkus,2020-01-21 16:11:41,fatih varol,True,17907
1,elif dilara akkus,2021-02-03 14:57:46,murat celik,True,5851
1,elif dilara akkus,2021-09-03 15:02:47,fatih varol,False,1555
1,elif dilara akkus,2021-01-25 00:06:34,fatih varol,True,4426
1,elif dilara akkus,2021-07-27 03:32:52,mert yilmaz,True,10243
1,elif dilara akkus,2021-07-09 08:31:12,mert yilmaz,True,5427
1,elif dilara akkus,2020-01-27 17:24:51,mert yilmaz,False,16463
1,elif dilara akkus,2021-01-18 16:51:58,fatih varol,True,5419
1,elif dilara akkus,2022-04-13 02:30:25,mert yilmaz,True,12141
1,elif dilara akkus,2020-04-07 08:26:17,fatih varol,True,10060
1,elif dilara akkus,2022-11-25 17:34:04,mert yilmaz,True,12119
1,elif dilara akkus,2021-03-11 02:03:52,fatih varol,True,9991
1,elif dilara akkus,2021-01-09 15:10:30,mert yilmaz,True,18898
1,elif dilara akkus,2021-05-23 13:07:56,fatih varol,False,7715
1,elif dilara akkus,2020-10-30 21:38:32,mert yilmaz,True,718
1,elif dilara akkus,2020-07-23 14:16:05,fatih varol,True,10705
1,elif dilara akkus,2021-01-27 08:23:04,murat celik,True,863
1,elif dilara akkus,2020-03-09 00:36:17,mert yilmaz,True,14018
1,elif dilara akkus,2020-04-14 18:18:36,fatih varol,False,9543
1,elif dilara akkus,2021-10-18 22:53:51,mert yilmaz,True,18346
1,elif dilara akkus,2021-10-27 04:15:03,fatih varol,True,12353
1,elif dilara akkus,2022-11-14 01:50:55,murat celik,True,3781
1,elif dilara akkus,2022-08-17 03:39:29,murat celik,True,15119
1,elif dilara akkus,2020-02-28 17:58:34,mert yilmaz,True,2992
1,elif dilara akkus,2022-01-19 02:15:45,mert yilmaz,True,1445
1,elif dilara akkus,2020-02-05 08:24:13,murat celik,True,11167
1,elif dilara akkus,2021-10-02 12:36:27,fatih varol,True,18465
1,elif dilara akkus,2020-11-01 15:32:13,murat celik,False,13033
1,elif dilara akkus,2020-01-21 19:04:44,mert yilmaz,False,19617
1,elif dilara akkus,2022-08-08 17:59:51,fatih varol,False,9444
1,elif dilara akkus,2022-11-16 16:39:51,mert yilmaz,True,8871
1,elif dilara akkus,2021-10-12 04:49:18,fatih varol,True,17573
1,elif dilara akkus,2021-03-27 09:55:18,fatih varol,True,19575
1,elif dilara akkus,2021-11-12 21:49:56,fatih varol,True,145
1,elif dilara akkus,2021-02-17 18:06:17,fatih varol,False,15212
1,elif dilara akkus,2022-06-23 20:59:53,fatih varol,False,1954
1,elif dilara akkus,2020-02-06 23:20:34,mert yilmaz,True,792
1,elif dilara akkus,2021-10-29 19:50:56,murat celik,True,45
1,elif dilara akkus,2021-10-03 21:06:21,mert yilmaz,True,18653
1,elif dilara akkus,2022-12-02 08:55:05,fatih varol,True,5563
1,elif dilara akkus,2020-10-03 19:09:12,fatih varol,True,5482
1,elif dilara akkus,2020-11-28 21:34:46,murat celik,True,10396
1,elif dilara akkus,2020-06-05 18:23:40,murat celik,True,6961
1,elif dilara akkus,2021-01-07 05:19:03,murat celik,True,10290
1,elif dilara akkus,2021-11-30 02:07:37,murat celik,False,17471
1,elif dilara akkus,2021-08-08 22:49:09,mert yilmaz,True,15604
1,elif dilara akkus,2021-03-10 18:00:41,fatih varol,True,9055
1,elif dilara akkus,2020-11-10 04:33:44,murat celik,False,14915
1,elif dilara akkus,2022-02-28 23:27:56,fatih varol,True,1412
1,elif dilara akkus,2021-09-18 15:15:22,fatih varol,False,1342
1,elif dilara akkus,2020-05-09 14:38:47,mert yilmaz,True,7303
1,elif dilara akkus,2020-10-02 07:46:00,mert yilmaz,True,15597
1,elif dilara akkus,2021-07-31 18:20:57,fatih varol,True,17777
1,elif dilara akkus,2021-09-13 06:59:40,murat celik,True,9801
1,elif dilara akkus,2020-08-03 11:02:42,fatih varol,True,11392
1,elif dilara akkus,2021-07-07 23:41:22,fatih varol,True,1843
1,elif dilara akkus,2021-05-31 23:21:10,mert yilmaz,True,1063
1,elif dilara akkus,2020-10-14 07:55:47,murat celik,True,12290
1,elif dilara akkus,2020-03-09 04:23:08,murat celik,True,666
1,elif dilara akkus,2020-05-28 13:09:30,fatih varol,True,15555
1,elif dilara akkus,2021-03-14 20:11:47,fatih varol,True,8363
1,elif dilara akkus,2022-08-12 12:27:32,mert yilmaz,False,3398
1,elif dilara akkus,2022-05-27 01:22:45,murat celik,True,13203
1,elif dilara akkus,2020-10-08 18:31:09,murat celik,True,15461
1,elif dilara akkus,2021-03-29 02:01:00,murat celik,True,17145
1,elif dilara akkus,2022-10-25 11:58:40,mert yilmaz,True,17171
1,elif dilara akkus,2022-09-18 08:47:37,murat celik,True,5403
1,elif dilara akkus,2021-04-21 17:40:48,fatih varol,True,17008
1,elif dilara akkus,2021-05-26 09:01:26,fatih varol,True,19042
1,elif dilara akkus,2022-01-20 01:38:57,mert yilmaz,True,4008
1,elif dilara akkus,2022-09-23 13:38:44,mert yilmaz,False,14717
1,elif dilara akkus,2020-01-10 06:50:56,fatih varol,True,3842
1,elif dilara akkus,2022-04-12 04:38:57,murat celik,True,5040
1,elif dilara akkus,2020-04-18 22:26:18,fatih varol,True,404
1,elif dilara akkus,2022-10-14 12:45:25,murat celik,True,2708
1,elif dilara akkus,2022-08-13 17:05:13,fatih varol,True,15885
1,elif dilara akkus,2022-01-26 00:36:07,mert yilmaz,False,14016
1,elif dilara akkus,2020-01-26 01:50:15,fatih varol,True,13692
1,elif dilara akkus,2022-04-23 21:24:30,fatih varol,False,16315
1,elif dilara akkus,2022-05-10 06:31:31,mert yilmaz,True,17553
1,elif dilara akkus,2021-02-18 15:55:27,murat celik,True,7284
1,elif dilara akkus,2020-09-11 01:01:35,mert yilmaz,True,13129
1,elif dilara akkus,2022-04-01 05:28:22,mert yilmaz,True,277
1,elif dilara akkus,2022-12-26 14:46:25,murat celik,True,12491
1,elif dilara akkus,2020-04-08 16:02:13,murat celik,False,4136
1,elif dilara akkus,2020-08-08 21:29:12,murat celik,True,5283
1,elif dilara akkus,2020-08-01 02:24:56,mert yilmaz,True,18099
1,elif dilara akkus,2022-07-09 18:37:23,mert yilmaz,True,9152
1,elif dilara akkus,2022-03-09 00:58:13,fatih varol,False,10669
1,elif dilara akkus,2021-10-29 22:01:54,fatih varol,True,16114
1,elif dilara akkus,2021-03-27 06:45:10,murat celik,False,8534
1,elif dilara akkus,2022-05-03 01:19:24,mert yilmaz,True,3308
1,elif dilara akkus,2020-09-26 12:43:32,mert yilmaz,False,8668
1,elif dilara akkus,2022-06-27 09:53:52,fatih varol,True,1678
1,elif dilara akkus,2021-03-27 19:48:55,murat celik,True,7510
1,elif dilara akkus,2022-03-24 14:18:25,fatih varol,True,15009
1,elif dilara akkus,2022-01-16 03:38:31,mert yilmaz,True,4783
1,elif dilara akkus,2020-05-26 20:55:20,mert yilmaz,True,10592
1,elif dilara akkus,2022-07-22 05:49:03,mert yilmaz,True,16065
1,elif dilara akkus,2021-01-07 21:41:56,fatih varol,True,17600
1,elif dilara akkus,2021-01-23 22:13:46,mert yilmaz,True,13092
1,elif dilara akkus,2022-09-07 13:05:37,fatih varol,True,4395
1,elif dilara akkus,2021-06-15 01:57:33,mert yilmaz,True,17158
1,elif dilara akkus,2020-04-19 03:28:04,mert yilmaz,True,15069
1,elif dilara akkus,2021-04-09 06:02:31,mert yilmaz,False,2623
1,elif dilara akkus,2020-05-08 14:04:12,mert yilmaz,True,10093
1,elif dilara akkus,2020-11-03 02:29:29,murat celik,True,7897
1,elif dilara akkus,2020-09-24 15:49:06,mert yilmaz,True,1838
1,elif dilara akkus,2022-01-18 02:49:11,fatih varol,True,851
1,elif dilara akkus,2021-12-27 16:03:22,fatih varol,True,8781
1,elif dilara akkus,2021-09-26 18:11:01,murat celik,False,9368
1,elif dilara akkus,2020-03-17 04:58:23,mert yilmaz,True,8571
1,elif dilara akkus,2021-11-01 21:55:56,mert yilmaz,True,18433
1,elif dilara akkus,2021-12-09 21:36:56,fatih varol,True,8535
1,elif dilara akkus,2021-11-16 20:23:25,murat celik,True,19133
1,elif dilara akkus,2022-04-24 15:13:12,mert yilmaz,True,3766
1,elif dilara akkus,2020-03-25 11:29:57,murat celik,True,4783
1,elif dilara akkus,2020-04-11 08:25:59,murat celik,True,13174
1,elif dilara akkus,2021-04-17 01:22:48,fatih varol,True,11736
1,elif dilara akkus,2020-10-27 17:50:59,mert yilmaz,False,18737
1,elif dilara akkus,2022-06-16 10:32:48,fatih varol,False,6464
1,elif dilara akkus,2020-01-06 14:59:22,mert yilmaz,True,13027
1,elif dilara akkus,2020-03-20 11:23:42,mert yilmaz,True,5180
1,elif dilara akkus,2022-08-12 13:47:38,murat celik,False,2945
1,elif dilara akkus,2020-04-07 06:01:47,mert yilmaz,True,11943
1,elif dilara akkus,2020-06-13 23:23:04,murat celik,True,1022
1,elif dilara akkus,2021-08-18 01:22:25,mert yilmaz,True,9372
1,elif dilara akkus,2022-03-27 06:50:43,mert yilmaz,True,11829
1,elif dilara akkus,2022-12-30 07:28:48,murat celik,True,13727
1,elif dilara akkus,2020-02-04 08:34:56,mert yilmaz,True,204
1,elif dilara akkus,2020-10-07 01:16:42,mert yilmaz,True,3579
1,elif dilara akkus,2020-11-13 07:53:39,fatih varol,True,15403
1,elif dilara akkus,2021-02-18 11:30:23,fatih varol,False,8845
1,elif dilara akkus,2020-05-03 22:43:46,fatih varol,True,6310
1,elif dilara akkus,2020-01-21 12:50:29,murat celik,False,15106
1,elif dilara akkus,2020-06-17 03:01:17,mert yilmaz,True,2390
1,elif dilara akkus,2022-08-19 12:32:49,mert yilmaz,True,9163
1,elif dilara akkus,2021-01-03 09:18:40,fatih varol,True,1451
1,elif dilara akkus,2021-06-28 15:51:28,fatih varol,True,2340
1,elif dilara akkus,2020-02-25 14:50:10,murat celik,False,15772
1,elif dilara akkus,2021-02-15 04:04:09,murat celik,True,5703
1,elif dilara akkus,2022-11-04 03:28:40,mert yilmaz,True,6144
1,elif dilara akkus,2021-05-07 02:00:46,murat celik,True,18016
1,elif dilara akkus,2020-01-13 01:07:14,fatih varol,True,18884
1,elif dilara akkus,2022-08-22 03:07:58,fatih varol,True,15164
1,elif dilara akkus,2022-12-17 16:01:38,fatih varol,True,16715
1,elif dilara akkus,2020-11-11 00:10:50,mert yilmaz,True,17685
1,elif dilara akkus,2022-01-23 16:46:34,mert yilmaz,True,12655
1,elif dilara akkus,2020-12-02 02:32:14,fatih varol,True,11455
1,elif dilara akkus,2020-03-19 05:25:18,murat celik,True,9541
1,elif dilara akkus,2021-04-03 21:51:38,murat celik,True,15695
1,elif dilara akkus,2021-09-08 20:14:10,mert yilmaz,False,9763
1,elif dilara akkus,2022-08-19 18:12:45,fatih varol,False,12275
1,elif dilara akkus,2020-12-02 11:54:00,fatih varol,True,13984
1,elif dilara akkus,2020-04-30 20:27:39,fatih varol,True,8342
1,elif dilara akkus,2020-07-01 17:15:18,fatih varol,False,11044
1,elif dilara akkus,2021-04-23 07:26:00,murat celik,True,9845
1,elif dilara akkus,2022-10-23 22:07:21,fatih varol,True,1999
1,elif dilara akkus,2020-09-21 17:23:54,mert yilmaz,False,16708
1,elif dilara akkus,2022-05-31 07:03:41,fatih varol,True,4533
1,elif dilara akkus,2020-10-09 16:59:07,murat celik,True,9620
1,elif dilara akkus,2021-09-27 14:16:58,mert yilmaz,True,17970
1,elif dilara akkus,2020-05-01 03:34:16,fatih varol,True,8367
1,elif dilara akkus,2022-11-04 13:48:24,fatih varol,True,19786
1,elif dilara akkus,2021-06-10 04:49:53,mert yilmaz,True,9582
1,elif dilara akkus,2020-05-26 16:41:54,fatih varol,True,5109
1,elif dilara akkus,2021-02-26 12:33:21,mert yilmaz,True,10122
1,elif dilara akkus,2022-01-23 00:01:31,murat celik,False,7369
1,elif dilara akkus,2020-04-21 12:38:12,fatih varol,True,12498
1,elif dilara akkus,2022-05-22 16:09:58,murat celik,True,8836
1,elif dilara akkus,2021-09-18 23:02:26,fatih varol,True,18504
1,elif dilara akkus,2021-06-06 15:31:45,murat celik,True,2698
1,elif dilara akkus,2022-05-25 12:58:02,mert yilmaz,True,19457
1,elif dilara akkus,2022-01-08 18:52:44,mert yilmaz,True,18631
1,elif dilara akkus,2021-05-07 01:47:42,fatih varol,True,19182
1,elif dilara akkus,2020-11-24 10:31:55,mert yilmaz,True,14187
1,elif dilara akkus,2020-11-02 15:32:15,fatih varol,True,427
1,elif dilara akkus,2022-04-14 00:50:39,fatih varol,True,15241
1,elif dilara akkus,2021-08-27 22:49:56,fatih varol,True,8541
1,elif dilara akkus,2022-05-13 23:52:41,fatih varol,True,2182
1,elif dilara akkus,2020-05-04 22:33:41,murat celik,False,17339
1,elif dilara akkus,2020-10-17 09:18:09,murat celik,True,15997
1,elif dilara akkus,2021-03-06 02:44:10,murat celik,True,15662
1,elif dilara akkus,2021-08-17 03:53:13,murat celik,False,19348
1,elif dilara akkus,2020-08-09 07:32:26,fatih varol,True,1597
1,elif dilara akkus,2022-11-14 23:53:56,murat celik,True,1705
1,elif dilara akkus,2020-08-26 18:45:03,murat celik,True,15315
1,elif dilara akkus,2020-04-25 13:53:38,mert yilmaz,True,17640
1,elif dilara akkus,2020-05-16 10:25:07,mert yilmaz,True,7017
1,elif dilara akkus,2021-03-05 08:28:45,fatih varol,True,14532
1,elif dilara akkus,2021-05-23 17:53:34,murat celik,False,1139
1,elif dilara akkus,2020-03-03 16:55:53,fatih varol,True,16193
1,elif dilara akkus,2022-04-26 11:43:20,mert yilmaz,True,10486
1,elif dilara akkus,2020-01-15 21:14:46,murat celik,True,14714
1,elif dilara akkus,2020-09-07 09:03:58,mert yilmaz,True,15285
1,elif dilara akkus,2020-12-02 21:47:59,murat celik,False,2950
1,elif dilara akkus,2021-05-23 10:06:57,fatih varol,True,10545
1,elif dilara akkus,2020-12-13 07:37:25,mert yilmaz,False,8358
1,elif dilara akkus,2020-03-08 14:21:09,fatih varol,True,17681
1,elif dilara akkus,2022-04-09 18:22:36,mert yilmaz,True,15596
1,elif dilara akkus,2021-06-09 21:18:39,mert yilmaz,True,14996
1,elif dilara akkus,2022-07-01 14:59:50,mert yilmaz,True,14986
1,elif dilara akkus,2022-04-10 05:51:34,fatih varol,True,13586
1,elif dilara akkus,2022-04-06 02:01:30,murat celik,True,16605
1,elif dilara akkus,2022-02-15 00:24:37,fatih varol,True,188
1,elif dilara akkus,2022-10-08 12:59:42,mert yilmaz,True,11496
1,elif dilara akkus,2021-03-29 03:36:50,mert yilmaz,False,9351
1,elif dilara akkus,2021-09-04 12:21:32,fatih varol,True,4531
1,elif dilara akkus,2021-02-28 08:44:04,mert yilmaz,True,867
1,elif dilara akkus,2021-05-08 09:05:15,murat celik,False,7433
1,elif dilara akkus,2021-03-02 03:25:56,mert yilmaz,True,4578
1,elif dilara akkus,2021-12-04 02:52:16,fatih varol,True,3231
1,elif dilara akkus,2020-12-24 05:15:12,fatih varol,True,2943
1,elif dilara akkus,2022-03-30 04:33:11,fatih varol,True,17600
1,elif dilara akkus,2022-07-06 04:51:28,mert yilmaz,True,7053
1,elif dilara akkus,2021-02-18 11:55:32,mert yilmaz,False,17536
1,elif dilara akkus,2021-09-24 16:05:46,mert yilmaz,True,16148
1,elif dilara akkus,2022-08-18 03:57:03,mert yilmaz,True,16322
1,elif dilara akkus,2021-11-17 22:44:47,murat celik,False,16167
1,elif dilara akkus,2022-08-09 08:10:49,murat celik,True,16779
1,elif dilara akkus,2021-02-21 01:22:30,murat celik,False,19841
1,elif dilara akkus,2022-09-28 11:55:02,fatih varol,True,15741
1,elif dilara akkus,2020-10-07 01:43:56,mert yilmaz,True,12047
1,elif dilara akkus,2022-07-10 12:53:10,murat celik,True,8362
1,elif dilara akkus,2021-05-17 14:10:13,murat celik,True,11582
1,elif dilara akkus,2020-05-10 09:11:22,mert yilmaz,False,2698
1,elif dilara akkus,2020-07-29 13:45:57,mert yilmaz,True,10200
1,elif dilara akkus,2021-08-23 20:05:32,murat celik,True,14082
1,elif dilara akkus,2020-05-21 08:59:30,fatih varol,True,799
1,elif dilara akkus,2022-09-13 12:42:07,murat celik,True,1608
1,elif dilara akkus,2022-05-09 02:24:15,murat celik,True,16532
1,elif dilara akkus,2021-06-18 14:17:32,murat celik,True,9227
1,elif dilara akkus,2021-08-02 01:46:30,murat celik,True,7266
1,elif dilara akkus,2021-10-24 13:05:49,fatih varol,True,11116
1,elif dilara akkus,2022-02-27 21:02:08,fatih varol,True,790
1,elif dilara akkus,2022-12-12 09:27:58,murat celik,True,14568
1,elif dilara akkus,2022-11-16 00:36:11,mert yilmaz,True,18935
1,elif dilara akkus,2020-10-21 12:05:38,fatih varol,False,12567
1,elif dilara akkus,2021-11-23 02:42:59,murat celik,True,8415
1,elif dilara akkus,2020-06-12 12:42:28,fatih varol,True,18539
1,elif dilara akkus,2020-07-01 23:16:47,murat celik,True,14542
1,elif dilara akkus,2021-10-15 20:11:08,mert yilmaz,True,2596
1,elif dilara akkus,2021-01-19 18:05:33,murat celik,True,12070
1,elif dilara akkus,2022-10-02 05:18:12,murat celik,False,2990
1,elif dilara akkus,2022-08-20 08:41:30,murat celik,False,4338
1,elif dilara akkus,2020-09-10 08:25:20,fatih varol,False,6388
1,elif dilara akkus,2021-11-17 04:24:09,murat celik,True,9248
1,elif dilara akkus,2022-03-23 11:43:40,fatih varol,True,14214
1,elif dilara akkus,2020-07-01 09:13:01,murat celik,True,17656
1,elif dilara akkus,2020-09-26 20:56:02,fatih varol,False,6678
1,elif dilara akkus,2020-06-12 16:00:42,fatih varol,True,15619
1,elif dilara akkus,2022-05-07 22:52:30,fatih varol,True,13809
1,elif dilara akkus,2020-04-24 10:30:08,mert yilmaz,True,12981
1,elif dilara akkus,2020-08-08 20:47:20,murat celik,True,12484
1,elif dilara akkus,2022-07-25 08:09:08,fatih varol,False,12346
1,elif dilara akkus,2021-06-13 01:06:22,mert yilmaz,True,13381
1,elif dilara akkus,2022-02-06 14:01:47,murat celik,False,1315
1,elif dilara akkus,2022-01-05 22:01:14,fatih varol,True,2443
1,elif dilara akkus,2022-11-28 15:06:59,mert yilmaz,False,3788
1,elif dilara akkus,2020-03-06 11:55:36,mert yilmaz,True,5605
1,elif dilara akkus,2021-12-12 15:15:01,mert yilmaz,True,15414
1,elif dilara akkus,2021-03-19 16:29:05,fatih varol,True,8007
1,elif dilara akkus,2022-08-26 17:30:44,murat celik,True,19018
1,elif dilara akkus,2022-07-05 15:14:15,mert yilmaz,True,8530
1,elif dilara akkus,2022-01-16 17:50:25,murat celik,True,6816
1,elif dilara akkus,2021-01-05 19:02:04,fatih varol,True,10929
1,elif dilara akkus,2021-11-28 22:38:57,murat celik,True,8976
1,elif dilara akkus,2021-05-13 20:53:49,fatih varol,True,19430
1,elif dilara akkus,2020-03-03 06:20:02,mert yilmaz,True,1279
1,elif dilara akkus,2020-03-07 16:37:29,mert yilmaz,True,1466
1,elif dilara akkus,2021-09-09 08:27:57,mert yilmaz,True,1345
1,elif dilara akkus,2022-03-14 21:06:09,mert yilmaz,False,19771
1,elif dilara akkus,2022-07-24 19:06:30,murat celik,True,2350
1,elif dilara akkus,2020-12-20 10:42:16,fatih varol,True,4092
1,elif dilara akkus,2021-06-22 21:39:24,fatih varol,True,13035
1,elif dilara akkus,2021-10-31 14:19:34,fatih varol,False,18820
1,elif dilara akkus,2020-08-25 01:05:54,fatih varol,False,2372
1,elif dilara akkus,2021-11-04 08:07:41,murat celik,False,2228
1,elif dilara akkus,2021-04-16 14:29:20,murat celik,True,4863
1,elif dilara akkus,2022-02-24 00:57:48,fatih varol,False,4330
1,elif dilara akkus,2021-10-09 21:38:08,mert yilmaz,True,16251
1,elif dilara akkus,2022-07-08 23:20:05,fatih varol,True,4130
1,elif dilara akkus,2022-12-23 00:04:29,mert yilmaz,True,621
1,elif dilara akkus,2020-04-21 12:36:57,mert yilmaz,True,16988
1,elif dilara akkus,2022-07-27 07:27:07,murat celik,True,18972
1,elif dilara akkus,2020-11-20 02:08:25,fatih varol,False,8016
1,elif dilara akkus,2021-12-21 03:26:36,fatih varol,True,13904
1,elif dilara akkus,2022-04-11 21:46:53,murat celik,True,8397
1,elif dilara akkus,2020-12-12 19:26:37,fatih varol,True,6793
1,elif dilara akkus,2020-01-17 03:39:33,murat celik,True,15418
1,elif dilara akkus,2022-05-02 00:19:46,mert yilmaz,True,4595
1,elif dilara akkus,2022-12-30 17:03:09,fatih varol,True,10687
1,elif dilara akkus,2022-02-03 16:26:05,mert yilmaz,True,17326
1,elif dilara akkus,2022-05-15 21:14:50,fatih varol,True,10391
1,elif dilara akkus,2022-10-15 03:36:33,murat celik,True,19896
1,elif dilara akkus,2020-03-03 11:34:29,fatih varol,True,17530
1,elif dilara akkus,2020-04-07 02:51:17,mert yilmaz,True,16801
1,elif dilara akkus,2021-10-10 17:48:02,fatih varol,True,10345
1,elif dilara akkus,2022-04-12 14:01:21,mert yilmaz,True,15043
1,elif dilara akkus,2022-07-07 22:31:45,fatih varol,True,9180
1,elif dilara akkus,2020-10-25 05:14:17,fatih varol,True,1468
1,elif dilara akkus,2021-03-22 22:36:08,fatih varol,True,2496
1,elif dilara akkus,2020-06-10 15:54:03,murat celik,True,13016
1,elif dilara akkus,2022-06-04 03:16:54,mert yilmaz,True,3344
1,elif dilara akkus,2020-08-17 15:35:07,fatih varol,True,14890
1,elif dilara akkus,2020-01-25 11:38:30,fatih varol,False,15625
1,elif dilara akkus,2021-05-09 10:24:39,murat celik,True,19936
1,elif dilara akkus,2021-07-20 11:30:37,fatih varol,True,16518
1,elif dilara akkus,2020-09-11 01:14:30,murat celik,True,8540
1,elif dilara akkus,2022-03-04 22:10:36,murat celik,False,15613
1,elif dilara akkus,2022-03-09 13:44:08,mert yilmaz,True,13103
1,elif dilara akkus,2021-09-14 07:01:45,fatih varol,False,15373
1,elif dilara akkus,2021-07-12 01:44:21,fatih varol,True,4176
1,elif dilara akkus,2020-11-10 15:34:48,murat celik,True,7486
1,elif dilara akkus,2021-09-10 12:18:47,fatih varol,False,12028
1,elif dilara akkus,2020-02-06 10:11:53,fatih varol,True,3079
1,elif dilara akkus,2021-03-07 18:03:25,mert yilmaz,True,9859
1,elif dilara akkus,2020-03-01 10:51:42,murat celik,True,11297
1,elif dilara akkus,2021-06-12 11:23:30,mert yilmaz,False,3173
1,elif dilara akkus,2020-10-11 04:27:50,fatih varol,False,6954
1,elif dilara akkus,2022-03-09 00:12:06,mert yilmaz,False,507
1,elif dilara akkus,2022-09-29 18:52:32,mert yilmaz,True,12425
1,elif dilara akkus,2022-02-10 02:55:00,mert yilmaz,True,16833
1,elif dilara akkus,2020-01-20 17:57:45,mert yilmaz,False,6698
1,elif dilara akkus,2022-12-21 19:40:22,mert yilmaz,True,5009
1,elif dilara akkus,2022-10-15 01:54:48,fatih varol,True,2178
1,elif dilara akkus,2021-10-02 06:22:24,fatih varol,True,18387
1,elif dilara akkus,2020-12-27 08:22:59,fatih varol,True,12619
1,elif dilara akkus,2022-11-07 05:05:56,murat celik,True,9072
1,elif dilara akkus,2022-06-21 17:31:38,fatih varol,True,4252
1,elif dilara akkus,2021-10-05 10:17:24,mert yilmaz,True,19613
1,elif dilara akkus,2020-11-17 00:31:35,mert yilmaz,True,12344
1,elif dilara akkus,2021-05-07 21:05:17,mert yilmaz,True,4028
1,elif dilara akkus,2021-10-12 07:16:15,murat celik,True,7431
1,elif dilara akkus,2020-01-15 21:25:38,fatih varol,True,4971
1,elif dilara akkus,2022-11-06 22:45:07,mert yilmaz,True,7549
